produto;categoria;usuario;data_comentario;recomendacao;resumo;descricao
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphonedual-chip
";e-bit;02/08/2017;Recomendo este produto;O PRODUTO SATISFAZ AS MINHAS NECESSIDADES;COMPREI UM OUTRO APARELHO PARA MINHA FILHA ,NUNCA ME DEU PROBLEMAS , PRODUTO BOM E BARATO EM RELAÇÃO QUE VEJO POR AI,
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphonedual-chip
";e-bit;01/08/2017;Recomendo este produto;Bom custo-benefício;Aparelho com bom design, custo-benefício bom.
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphonedual-chip
";e-bit;26/07/2017;Recomendo este produto;Legal;Muito bom...
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphonedual-chip
";e-bit;24/07/2017;Recomendo este produto;Bom produto.;Excelente custo benefício. Bonito design e fácil uso. Minha sugestão seria vim com menos APPs da Samsung que usam memória e nunca vão ser utilizados pela imensa maioria das pessoas.
Smartphone LG K4 Novo X230;"celular-e-smartphonedual-chip
";e-bit;15/09/2017;Recomendo este produto;cumpre o que promete;pelo preco e pra usuario que nao quer muto do aparelho compensa
Smartphone LG K4 Novo X230;"celular-e-smartphonedual-chip
";e-bit;14/09/2017;Recomendo este produto;Muito bom o aparelho me supreendeu e o preço nem fala....;Otimo parabens a Lg ..
Smartphone LG K4 Novo X230;"celular-e-smartphonedual-chip
";e-bit;28/08/2017;Recomendo este produto;Pessoal;pouco tempo tenho com o aparelho, mas posso dizer que rápido e de fácil manuseio .
Smartphone LG K4 Novo X230;"celular-e-smartphonedual-chip
";e-bit;27/08/2017;Recomendo este produto;Bom e barato!;Muito bom e barato! Amei. Otima relação custo benefício!
Smartphone LG K4 Novo X230;"celular-e-smartphonedual-chip
";e-bit;22/08/2017;Recomendo este produto;muito bom;otima
Smartphone Samsung Galaxy J1 Mini SM-J105;"celular-e-smartphonedual-chip
";e-bit;18/09/2016;Recomendo este produto;bom custo beneficio, bom presente para uma adolescente!;atende o basico de um aparalho simples
Smartphone LG K10 Power M320TV;"celular-e-smartphonedual-chip
";Pierre;16/10/2017;Recomendo este produto;Excelente custo benefício;"Tenho o celular há algumas semanas. O celular atende todas as expectativas para quem acessa muito as redes sociais, possui uma memória interna boa de 32gb, tem uma excelente bateria que dura sempre mais que um dia, conseguiu rodar a maioria dos jogos instalados, além de possuir TV Digital. 
Para os amantes de fotos, ambas as câmeras possuem flash e frontal ainda tem um ângulo de 120º que facilita muito em selfies com muitas pessoas.
Uma ressalva a câmera filma em Full HD, e sim em HD (720p), o que no meu caso não atrapalha.
O valor pago foi de R$690,00 dividido em 10 vezes sem juros, é um ótimo custo benefício pelo preço."
Smartphone LG K10 Power M320TV;"celular-e-smartphonedual-chip
";Joseane Santos da Silva;30/09/2017;Recomendo este produto;Entrega power;"Entrega foi muito rápida. Comprei no dia 23/09/2017 e chegou no dia 27/09/2017. 4 dias 
Muito bom. Tudo certinho, embalado discretamente. Super recomendo o site."
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";Hudson José Gomes Coelho;10/10/2016;Recomendo este produto;Avaliação;O aparelho é muito bom. O mais surpreendente é que a bateria dura, minimamente 2 dias, mesmo com uso um pouco mais constante. Com uso moderado, pegando poucas vezes para acender a tela, com o modo de economia sempre ligado, já consegui a incrível marca de 4 dias de bateria, sendo que ainda restavam 15% de bateria. Único problema que encontrei, até agora, é que o teclado, quando mudo a função de letras para símbolos, ele atrasa um pouco. Fora isso, o celular é excelente.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";e-bit;05/11/2016;Recomendo este produto;Samsung Galaxy J7 Metal;"Excelente produto. Amando!
Aparelho super rápido, bateria duradoura. Simplesmente maravilhoso."
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";rick2809;23/12/2016;Recomendo este produto;Vai um conselho: NÃO COMPREM NA SARAIVA !!!!;"Vai um conselho: NÃO COMPREM NA SARAIVA !!!! 
 Comprei celular que chegou com defeito de recepção de sinais, enviei imediatamente para troca. SARAIVA informou que não pode proceder a troca, pois eu tinha quebrado a trava do chip. 
Não quebrei nenhuma trava, e por que não analisar a possibilidade da trava ter sido quebrada na SARAIVA após o retorno. Por que não acreditar na palavra de um cliente idôneo.   
Instalar um chip no celular não é nada complexo para ninguém, nem pra eu como engenheiro. Se tivesse quebrado trava e utilizasse de má fé como afirmam teria enviado o produto para a troca informando que recebi o produto quebrado !!!! 
Mas não adianta não querem escutar os argumentos, não consegue falar com supervisor/ gerente que poderia refletir sobre a decisão ( só atendentes te atendem e só respondem o que for determinado ), não recebem e-mails pelo atendimento@saraiva.com ( servidor responde haver problema na entrega ???? ) , reclamações pelo site não são respondidos formalmente . Vou ter que consertar o celular ( perdi a garantia ) por um dano causado no retorno do celular para a SARAIVA. Então Vai um conselho : NÃO COMPREM NA SARAIVA !"
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";e-bit;01/11/2016;Recomendo este produto;Utilidades;O smartphone que tem as utilidades de comunicação, diversão, informação, fotos e mais tudo em um único aparelho.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";e-bit;16/09/2016;Recomendo este produto;Muito bom;Só falta descobrir todas as funções, com salva no cartão sd.o resto perfeito.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";e-bit;28/11/2016;Recomendo este produto;Excelente;Achei que pelo tamanho do aparelho seria difícil a usabilidade. Me surpreendi positivamente, a pegada é confortável e o aparelho é leve. A duração da bateria é excelente. Estou satisfeito.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";e-bit;19/11/2016;Recomendo este produto;satisfação;estava já há tempos pesquisando um celular por necessidade. encontrei no submarino, preço e prazo que fechou com a necessidade de me atualizar em telefonia
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";alex;20/09/2016;Recomendo este produto;ótimo aparelho, deixa o APPLE  pra trás,;Ótima, não trocaria por outra marca, só que o J 7 2016 difere muito pouco do anterior, apenas na diferença da memória RAM, externo a isso, o mesmo aparelho!
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphonedual-chip
";e-bit;08/09/2016;Recomendo este produto;Muito bom, exceto a camera tanto frontal quanto a traseir ainda deixam a desejar;É um ótimo aparelho exceto pelas câmeras tanto frontal quanto traseira, que mesmo nessa versão 2016 com algumas coisas aprimoradas ainda assim não são boas, infelizmente desde a versão anterior elas deixam a desejar.
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphonedual-chip
";e-bit;10/04/2016;Recomendo este produto;Bom produto;Produto bom
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphonedual-chip
";e-bit;14/05/2016;Recomendo este produto;Ótimo produto;Para um smartphone de configuração intermediária, achei excelente. Vejo que o produto condiz com todos os pontos positivos levantados pelo fabricante. Recomendo.
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphonedual-chip
";e-bit;20/05/2016;Recomendo este produto;Da conta do recado;Um excelente aparelho pra quem quer um smart não muito caro, mas com boas funções.
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphonedual-chip
";e-bit;06/05/2016;Recomendo este produto;OTIMO;FACIL MANUSEIO
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphonedual-chip
";e-bit;10/04/2016;Recomendo este produto;Leve e prático;Ótima!
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphonedual-chip
";e-bit;13/08/2016;Recomendo este produto;Ótimo;Achei o produto muito bom, não trava,  design bonito
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;26/09/2016;Recomendo este produto;Otimo custo-benefício;"Configurações fluidas; não trava usando a internet e multitarefas em paralelo.
Adequado pra quem procura acessar e-mails, usar o whatsapp, e navegar na internet.
Camera razoável.
Bom preço comparado a outros celulares de mesmas configurações.
Ótimo custo benefício."
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;21/07/2016;Recomendo este produto;Produto bom;Bom custo-beneficio
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;14/08/2016;Recomendo este produto;Nota 10;Smartphone  asus  gostem  e não  troco  por  outra  marcas  aparelho  com processador 1.26 super rápido câmera  excelente  2 giga  de memória  8 giga  de aarmazenamento   só Asus  que fabrica o melhor PC  faz  o melhor  Smartphone  okkk
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;18/11/2016;Recomendo este produto;Perfeito;Já tive muitos smartphones, mas até hoje nenhum havia se encaixado tão perfeitamente a mim!
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";rick2809;23/12/2016;Recomendo este produto;Vai um conselho: NÃO COMPREM NA SARAIVA !!!!;"Vai um conselho: NÃO COMPREM NA SARAIVA !!!! 
 Comprei celular que chegou com defeito de recepção de sinais, enviei imediatamente para troca. SARAIVA informou que não pode proceder a troca, pois eu tinha quebrado a trava do chip. 
Não quebrei nenhuma trava, e por que não analisar a possibilidade da trava ter sido quebrada na SARAIVA após o retorno. Por que não acreditar na palavra de um cliente idôneo.   
Instalar um chip no celular não é nada complexo para ninguém, nem pra eu como engenheiro. Se tivesse quebrado trava e utilizasse de má fé como afirmam teria enviado o produto para a troca informando que recebi o produto quebrado !!!! 
Mas não adianta não querem escutar os argumentos, não consegue falar com supervisor/ gerente que poderia refletir sobre a decisão ( só atendentes te atendem e só respondem o que for determinado ), não recebem e-mails pelo atendimento@saraiva.com ( servidor responde haver problema na entrega ???? ) , reclamações pelo site não são respondidos formalmente . Vou ter que consertar o celular ( perdi a garantia ) por um dano causado no retorno do celular para a SARAIVA. Então Vai um conselho : NÃO COMPREM NA SARAIVA !"
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;10/11/2016;Recomendo este produto;Muito Bom;Dentre as outras marcas no mercado, essa se destacou, pelo custo-benefício, fácil manuseio, ótimo produto
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;10/11/2016;Recomendo este produto;Muito Bom;Dentre as outras marcas no mercado, essa se destacou, pelo custo-benefício, fácil manuseio, ótimo produto
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;23/08/2016;Recomendo este produto;Produto atende as expectativas;Produto realiza as funções desejadas para a faixa de preço.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;11/11/2016;Recomendo este produto;Ótimo celular;Celular atende exatamente as expectativas
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;08/08/2016;Recomendo este produto;Maravilhoso.;Melhor smartphone bateria dura muito melhor de todas ás marcas conhecidas.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;25/01/2017;Recomendo este produto;Compra Zenfone Asus - Loja Online Onofre Eletro;Aparelho com ótimo custo-beneficio.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;19/12/2016;Recomendo este produto;Melhor custo x benefício;Ideal para que precisa de um smartphone para o dia a dia, redes sociais, voz e dados. Não esperem muito da câmera e do armazenamento pois por esse preço é que dá pra disponibilizar...
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;26/09/2016;Recomendo este produto;Bom custo benefício;"Não tive problemas com este produto.
mas estou usando ele a pouco tempo.
Não trava usando a internet, e em multitarefas básicas."
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;25/10/2016;Recomendo este produto;smartphone de entrada ótimo ?;Apesar de ser um celular entrada é um ótimo custo beneficio.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;07/08/2017;Recomendo este produto;Zenfone go muito bom;Produto bom pelo preço
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;25/07/2017;Recomendo este produto;Zenfone go;Ótimo produto pelo preço que custa
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;07/07/2017;Recomendo este produto;Otimo.so a camera poderia ser melhor;Muito boa
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;26/06/2017;Recomendo este produto;Otimo produto;A unica coisa negativa, é o trabalho de por ou tentar por tudo em um cartao sd porque a memoria do cel é curta. A camera frontal nao é das melhores mas da pra usar de boa. Custo beneficio excelente e no geral nao tenho o que reclamar.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;20/06/2017;Recomendo este produto;Produto bom;Produto bom pra que não tem muita frescura com celular
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;19/06/2017;Recomendo este produto;Ótimo produto, recomendo a todos....;O produto é excelente, ótimo designer, atendeu a todas as minhas expectativas...
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";Cristiana Ferreira de Araujo Oliveira;31/03/2017;Recomendo este produto;Ótimo custo benefício;Tirando o fato de a câmera só ter 5mp, o custo benefício dele é muito alto pois só o processador é snapdragon 400 que é ótimo para rodar videos em HD e jogos 3D.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;26/03/2017;Recomendo este produto;Teclado ruim;Achei o teclado muito confuso... o meu celular anterior tinha a tela menor e eu ñ teclava com tanto erro...
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;20/02/2017;Recomendo este produto;ótimo;Tudo ok! bom aparelho!
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";Andressa ribeiro dos santos;18/02/2017;Recomendo este produto;muito bom;n sei
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;13/02/2017;Recomendo este produto;Bom custo beneficio,;Pesquisei bastante antes de comprar e estou satisfeita com o produto. A ASUS é uma marca reconhecida em processamento gráfico. Neste aparelho pensado para um público mais abrangente, ela não peca em qualidade a um preço acessível. Minha opinião pessoal é que supera seus concorrentes Samsung e LG do mesmo segmento.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";e-bit;02/02/2017;Recomendo este produto;Smartphone de entrada, mas de CxB;Produto atende as necessidades e cumpre bem o que esta descrito. Poderia ter uma bateria mais potente mas pra uso básico diário (telefone e redes sociais) isso não atrapalha. Pra quem gosta de jogos e aplicativos mais complexos se torna meio chato a dependencia de recargas.
Smartphone Asus ZenFone Go 8GB;"celular-e-smartphonedual-chip
";Juliana Linhares;26/01/2017;Recomendo este produto;Bom custo-benefício;É um celular bom para quem quer um smartphone barato e para uso do dia-a-dia. A câmera não é muito legal para quem gosta de fotos, mas não é muito ruim.
